CustomerID,Recency,Frequency,Monetary,Rank,R_Quartile,F_Quartile,M_Quartile,RFMScore,CustomerClass
12399.0,119,4,136.20000000000002,1045.0,2,3,4,234,BigSpenders
12401.0,303,1,17.85,3231.0,1,1,2,112,Others
12402.0,323,1,19.5,3166.0,1,1,2,112,Others
12403.0,49,1,166.0,874.0,3,1,4,314,BigSpenders
12405.0,148,1,12.48,3707.5,1,1,1,111,LostCheap
12406.0,22,2,124.50000000000001,1121.5,3,2,3,323,Others
12407.0,49,5,248.24,587.0,3,3,4,334,BigSpenders
12408.0,32,5,91.9,1390.0,3,3,3,333,Others
12409.0,78,3,146.55,971.0,2,3,4,234,BigSpenders
12410.0,308,2,34.0,2579.0,1,2,2,122,Others
12412.0,74,3,44.760000000000005,2229.0,2,3,2,232,Others
12413.0,66,3,44.1,2243.0,2,3,2,232,Others
12414.0,217,3,126.36000000000001,1109.0,1,3,3,133,Others
12415.0,24,21,6644.860000000001,20.0,3,4,4,344,Loyal
12417.0,3,9,141.4,1008.0,4,4,4,444,Best
12418.0,112,1,10.08,3832.0,2,1,1,211,Others
12420.0,63,1,18.72,3195.5,2,1,2,212,Others
12421.0,15,4,72.9,1668.5,4,3,3,433,Others
12422.0,95,3,50.7,2073.5,2,3,3,233,Others
12423.0,0,8,80.73,1536.0,4,4,3,443,Loyal
12424.0,162,2,229.14000000000001,637.0,1,2,4,124,BigSpenders
12425.0,78,1,8.5,3928.5,2,1,1,211,Others
12426.0,194,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
12427.0,21,3,75.36,1632.0,3,3,3,333,Others
12428.0,25,9,769.4800000000001,194.0,3,4,4,344,Loyal
12429.0,9,4,161.18,898.0,4,3,4,434,BigSpenders
12430.0,43,1,9.959999999999999,3844.5,3,1,1,311,Others
12431.0,35,15,1119.2800000000002,134.0,3,4,4,344,Loyal
12432.0,42,5,885.1,167.0,3,3,4,334,BigSpenders
12433.0,0,7,198.95999999999998,733.0,4,4,4,444,Best
12434.0,84,2,32.7,2628.5,2,2,2,222,Others
12435.0,79,2,464.4,319.0,2,2,4,224,BigSpenders
12436.0,99,1,12.600000000000001,3687.0,2,1,1,211,Others
12437.0,1,18,685.6099999999999,216.0,4,4,4,444,Best
12438.0,14,2,36.4,2467.0,4,2,2,422,Others
12441.0,366,1,10.5,3780.0,1,1,1,111,LostCheap
12442.0,3,1,17.4,3303.5,4,1,1,411,Others
12444.0,21,5,202.51000000000002,720.0,3,3,4,334,BigSpenders
12445.0,22,1,30.0,2724.0,3,1,2,312,Others
12446.0,57,1,6.8,4023.0,2,1,1,211,Others
12447.0,243,1,19.5,3166.0,1,1,2,112,Others
12448.0,44,1,19.799999999999997,3140.0,3,1,2,312,Others
12449.0,22,4,121.5,1143.0,3,3,3,333,Others
12450.0,156,2,76.2,1618.5,1,2,3,123,Others
12451.0,10,5,61.620000000000005,1863.0,4,3,3,433,Others
12452.0,16,2,99.8,1324.5,4,2,3,423,Others
12453.0,134,1,19.799999999999997,3140.0,2,1,2,212,Others
12454.0,56,1,183.6,789.0,2,1,4,214,BigSpenders
12455.0,73,6,109.36999999999999,1234.0,2,4,3,243,Loyal
12456.0,44,3,58.980000000000004,1915.0,3,3,3,333,Others
12457.0,66,7,814.0,185.0,2,4,4,244,Loyal
12458.0,71,2,45.12,2217.0,2,2,2,222,Others
12461.0,94,2,213.52,683.0,2,2,4,224,BigSpenders
12462.0,18,2,22.46,2998.0,3,2,2,322,Others
12463.0,53,4,88.86000000000001,1432.0,2,3,3,233,Others
12464.0,10,8,259.4,568.0,4,4,4,444,Best
12465.0,17,2,25.800000000000004,2843.0,4,2,2,422,Others
12468.0,187,2,48.60000000000001,2136.0,1,2,3,123,Others
12471.0,2,30,2094.0899999999997,73.0,4,4,4,444,Best
12472.0,32,7,103.65999999999998,1287.0,3,4,3,343,Loyal
12473.0,29,5,119.32000000000002,1167.0,3,3,3,333,Others
12474.0,17,18,313.49999999999994,477.0,4,4,4,444,Best
12475.0,53,1,30.24,2701.5,2,1,2,212,Others
12476.0,15,11,523.9,281.0,4,4,4,444,Best
12477.0,22,6,249.29999999999998,585.0,3,4,4,344,Loyal
12478.0,3,1,135.0,1056.0,4,1,4,414,BigSpenders
12479.0,11,1,13.200000000000001,3647.0,4,1,1,411,Others
12480.0,28,4,59.040000000000006,1914.0,3,3,3,333,Others
12481.0,22,10,196.56,745.0,3,4,4,344,Loyal
12483.0,17,8,346.3,428.0,4,4,4,444,Best
12484.0,32,6,436.2,341.0,3,4,4,344,Loyal
12488.0,9,3,50.25000000000001,2091.0,4,3,3,433,Others
12489.0,336,1,36.0,2472.5,1,1,2,112,Others
12490.0,5,10,361.38000000000005,408.0,4,4,4,444,Best
12491.0,38,1,15.600000000000001,3439.5,3,1,1,311,Others
12492.0,63,2,29.1,2769.5,2,2,2,222,Others
12493.0,165,2,41.46,2302.0,1,2,2,122,Others
12494.0,15,7,90.40999999999998,1405.0,4,4,3,443,Loyal
12497.0,81,1,177.60000000000002,814.5,2,1,4,214,BigSpenders
12498.0,21,3,41.050000000000004,2314.0,3,3,2,332,Others
12500.0,23,11,1216.59,124.0,3,4,4,344,Loyal
12501.0,336,1,8.5,3928.5,1,1,1,111,LostCheap
12502.0,95,5,299.9,495.0,2,3,4,234,BigSpenders
12504.0,18,2,144.14999999999998,985.0,3,2,4,324,BigSpenders
12506.0,232,1,7.95,3969.5,1,1,1,111,LostCheap
12507.0,134,3,101.95,1306.0,2,3,3,233,Others
12508.0,26,2,10.8,3764.0,3,2,1,321,Others
12509.0,284,1,49.5,2124.5,1,1,3,113,Others
12510.0,142,2,195.72,747.0,1,2,4,124,BigSpenders
12512.0,66,2,13.9,3624.5,2,2,1,221,Others
12513.0,112,1,8.5,3928.5,2,1,1,211,Others
12514.0,267,1,35.7,2487.0,1,1,2,112,Others
12515.0,353,1,17.0,3339.0,1,1,1,111,LostCheap
12516.0,77,2,145.28,976.0,2,2,4,224,BigSpenders
12517.0,28,5,110.25,1225.0,3,3,3,333,Others
12518.0,0,5,117.0,1186.5,4,3,3,433,Others
12519.0,63,1,30.599999999999998,2688.0,2,1,2,212,Others
12520.0,79,5,60.339999999999996,1888.0,2,3,3,233,Others
12521.0,142,1,15.299999999999999,3455.5,1,1,1,111,LostCheap
12522.0,39,2,34.22,2568.0,3,2,2,322,Others
12523.0,19,11,197.82,741.0,3,4,4,344,Loyal
12524.0,9,8,453.23,328.0,4,4,4,444,Best
12526.0,0,3,56.2,1956.0,4,3,3,433,Others
12527.0,81,3,102.10000000000001,1300.0,2,3,3,233,Others
12528.0,9,6,137.55,1035.0,4,4,4,444,Best
12530.0,59,4,193.50000000000003,755.0,2,3,4,234,BigSpenders
12531.0,14,1,4.35,4145.5,4,1,1,411,Others
12532.0,30,1,9.36,3891.5,3,1,1,311,Others
12534.0,130,1,16.5,3381.0,2,1,1,211,Others
12535.0,91,2,61.550000000000004,1865.0,2,2,3,223,Others
12536.0,43,3,8342.52,15.0,3,3,4,334,BigSpenders
12538.0,29,1,39.8,2358.0,3,1,2,312,Others
12539.0,22,4,52.83,2036.0,3,3,3,333,Others
12540.0,19,17,632.98,232.0,3,4,4,344,Loyal
12541.0,29,3,75.4,1630.0,3,3,3,333,Others
12544.0,36,1,25.5,2864.0,3,1,2,312,Others
12545.0,75,2,34.9,2535.0,2,2,2,222,Others
12546.0,46,2,42.6,2271.5,3,2,2,322,Others
12547.0,197,2,50.4,2084.0,1,2,3,123,Others
12548.0,166,1,17.4,3303.5,1,1,1,111,LostCheap
12550.0,79,1,20.8,3036.0,2,1,2,212,Others
12551.0,357,1,19.5,3166.0,1,1,2,112,Others
12552.0,38,2,133.52,1066.0,3,2,4,324,BigSpenders
12553.0,8,10,255.97000000000003,578.0,4,4,4,444,Best
12556.0,50,2,14.19,3615.0,3,2,1,321,Others
12557.0,16,5,1165.2400000000002,131.0,4,3,4,434,BigSpenders
12558.0,7,1,5.04,4092.0,4,1,1,411,Others
12559.0,310,2,90.10000000000001,1412.0,1,2,3,123,Others
12560.0,5,3,188.2,769.0,4,3,4,434,BigSpenders
12561.0,302,1,12.600000000000001,3687.0,1,1,1,111,LostCheap
12562.0,8,7,185.34,779.0,4,4,4,444,Best
12564.0,261,1,23.4,2960.0,1,1,2,112,Others
12565.0,288,1,5.04,4092.0,1,1,1,111,LostCheap
12566.0,86,1,15.0,3524.5,2,1,1,211,Others
12567.0,22,10,202.44,722.0,3,4,4,344,Loyal
12569.0,2,32,686.1400000000001,215.0,4,4,4,444,Best
12571.0,39,2,20.159999999999997,3078.0,3,2,2,322,Others
12572.0,8,2,74.4,1652.0,4,2,3,423,Others
12573.0,227,1,8.4,3940.0,1,1,1,111,LostCheap
12574.0,315,1,15.0,3524.5,1,1,1,111,LostCheap
12576.0,35,5,77.58,1593.0,3,3,3,333,Others
12577.0,35,3,13.4,3642.0,3,3,1,331,Others
12578.0,21,2,65.4,1802.0,3,2,3,323,Others
12579.0,78,1,15.9,3420.0,2,1,1,211,Others
12580.0,246,1,19.799999999999997,3140.0,1,1,2,112,Others
12581.0,39,1,8.5,3928.5,3,1,1,311,Others
12582.0,238,2,23.799999999999997,2939.0,1,2,2,122,Others
12583.0,2,15,617.8000000000001,235.0,4,4,4,444,Best
12584.0,3,9,140.4,1014.5,4,4,4,444,Best
12585.0,234,2,68.93,1737.0,1,2,3,123,Others
12586.0,17,1,24.96,2913.0,4,1,2,412,Others
12587.0,7,1,20.8,3036.0,4,1,2,412,Others
12588.0,39,1,32.849999999999994,2625.0,3,1,2,312,Others
12589.0,28,2,27.4,2806.5,3,2,2,322,Others
12590.0,211,2,760.6,195.0,1,2,4,124,BigSpenders
12591.0,317,1,15.299999999999999,3455.5,1,1,1,111,LostCheap
12592.0,92,2,42.0,2288.0,2,2,2,222,Others
12593.0,108,3,52.8,2037.0,2,3,3,233,Others
12594.0,37,10,368.28000000000003,398.0,3,4,4,344,Loyal
12596.0,51,2,76.74,1605.0,2,2,3,223,Others
12597.0,19,4,115.94,1190.0,3,3,3,333,Others
12598.0,9,8,198.88000000000002,735.0,4,4,4,444,Best
12599.0,29,7,206.08,704.0,3,4,4,344,Loyal
12600.0,28,10,289.2,516.0,3,4,4,344,Loyal
12601.0,189,5,178.2,809.5,1,3,4,134,BigSpenders
12602.0,58,1,23.9,2932.5,2,1,2,212,Others
12603.0,21,1,613.1999999999999,239.0,3,1,4,314,BigSpenders
12604.0,79,2,45.300000000000004,2207.0,2,2,2,222,Others
12607.0,60,1,19.799999999999997,3140.0,2,1,2,212,Others
12609.0,78,3,49.56,2123.0,2,3,3,233,Others
12610.0,22,5,239.79999999999998,606.0,3,3,4,334,BigSpenders
12611.0,52,1,15.9,3420.0,2,1,1,211,Others
12612.0,74,1,62.550000000000004,1851.0,2,1,3,213,Others
12613.0,57,5,140.43,1013.0,2,3,4,234,BigSpenders
12614.0,277,1,9.95,3854.0,1,1,1,111,LostCheap
12615.0,2,4,235.04,618.0,4,3,4,434,BigSpenders
12616.0,95,2,29.799999999999997,2746.0,2,2,2,222,Others
12617.0,29,1,25.0,2906.0,3,1,2,312,Others
12618.0,21,1,15.0,3524.5,3,1,1,311,Others
12619.0,16,9,930.43,158.0,4,4,4,444,Best
12620.0,14,3,48.3,2141.0,4,3,3,433,Others
12621.0,1,20,613.68,237.0,4,4,4,444,Best
12622.0,232,1,20.8,3036.0,1,1,2,112,Others
12623.0,276,1,15.6,3446.5,1,1,1,111,LostCheap
12624.0,106,2,25.5,2864.0,2,2,2,222,Others
12625.0,211,2,99.8,1324.5,1,2,3,123,Others
12626.0,23,9,192.2,760.0,3,4,4,344,Loyal
12627.0,10,7,201.97,728.0,4,4,4,444,Best
12628.0,4,3,57.84,1935.0,4,3,3,433,Others
12630.0,9,2,53.10000000000001,2026.5,4,2,3,423,Others
12631.0,57,1,19.8,3116.5,2,1,2,212,Others
12633.0,58,4,247.68,590.0,2,3,4,234,BigSpenders
12635.0,89,2,27.36,2808.0,2,2,2,222,Others
12637.0,67,8,213.62,682.0,2,4,4,244,Loyal
12638.0,33,1,9.36,3891.5,3,1,1,311,Others
12639.0,238,1,15.0,3524.5,1,1,1,111,LostCheap
12640.0,23,3,63.18,1836.0,3,3,3,333,Others
12641.0,115,1,14.850000000000001,3591.0,2,1,1,211,Others
12642.0,25,3,136.3,1043.0,3,3,4,334,BigSpenders
12643.0,128,6,237.36,615.0,2,4,4,244,Loyal
12644.0,129,1,17.4,3303.5,2,1,1,211,Others
12645.0,33,4,166.5,872.0,3,3,4,334,BigSpenders
12646.0,4,2,66.84,1777.0,4,2,3,423,Others
12647.0,22,12,422.28000000000003,355.0,3,4,4,344,Loyal
12648.0,154,1,10.2,3809.0,1,1,1,111,LostCheap
12649.0,107,3,104.10000000000001,1283.0,2,3,3,233,Others
12650.0,3,1,4.68,4133.5,4,1,1,411,Others
12651.0,334,1,7.800000000000001,3984.0,1,1,1,111,LostCheap
12652.0,331,1,10.2,3809.0,1,1,1,111,LostCheap
12653.0,148,2,50.4,2084.0,1,2,3,123,Others
12654.0,10,5,75.1,1638.0,4,3,3,433,Others
12656.0,17,5,180.04,800.0,4,3,4,434,BigSpenders
12657.0,11,4,153.9,937.5,4,3,4,434,BigSpenders
12658.0,18,1,13.200000000000001,3647.0,3,1,1,311,Others
12659.0,29,1,15.0,3524.5,3,1,1,311,Others
12660.0,11,1,19.799999999999997,3140.0,4,1,2,412,Others
12662.0,0,11,205.1,709.0,4,4,4,444,Best
12664.0,8,9,1779.6000000000001,88.0,4,4,4,444,Best
12665.0,324,1,30.0,2724.0,1,1,2,112,Others
12667.0,58,1,14.850000000000001,3591.0,2,1,1,211,Others
12668.0,11,4,75.66000000000001,1624.0,4,3,3,433,Others
12669.0,150,3,1170.3,130.0,1,3,4,134,BigSpenders
12670.0,10,5,280.14,534.0,4,3,4,434,BigSpenders
12672.0,329,1,19.5,3166.0,1,1,2,112,Others
12673.0,5,2,11.049999999999999,3756.5,4,2,1,421,Others
12674.0,38,4,236.57999999999998,617.0,3,3,4,334,BigSpenders
12676.0,24,6,229.59,634.0,3,4,4,344,Loyal
12678.0,42,12,2506.54,68.0,3,4,4,344,Loyal
12679.0,58,4,202.32,724.0,2,3,4,234,BigSpenders
12680.0,0,4,65.16,1805.0,4,3,3,433,Others
12681.0,14,22,749.96,201.0,4,4,4,444,Best
12682.0,3,31,1258.9400000000003,119.0,4,4,4,444,Best
12683.0,4,15,505.23999999999995,292.0,4,4,4,444,Best
12684.0,7,7,181.68,795.0,4,4,4,444,Best
12685.0,28,6,142.82,996.0,3,4,4,344,Loyal
12686.0,371,1,17.4,3303.5,1,1,1,111,LostCheap
12688.0,113,1,75.0,1641.0,2,1,3,213,Others
12689.0,25,2,49.599999999999994,2122.0,3,2,3,323,Others
12690.0,205,1,24.96,2913.0,1,1,2,112,Others
12691.0,28,6,383.4,385.0,3,4,4,344,Loyal
12693.0,127,4,75.64,1626.5,2,3,3,233,Others
12694.0,70,2,20.28,3068.5,2,2,2,222,Others
12695.0,7,4,102.65,1294.0,4,3,3,433,Others
12697.0,28,3,174.85,838.0,3,3,4,334,BigSpenders
12700.0,7,4,66.0,1789.5,4,3,3,433,Others
12701.0,79,2,32.4,2636.0,2,2,2,222,Others
12702.0,19,1,25.200000000000003,2890.0,3,1,2,312,Others
12703.0,71,1,6.8,4023.0,2,1,1,211,Others
12704.0,7,8,315.78,475.0,4,4,4,444,Best
12705.0,15,9,223.98,654.0,4,4,4,444,Best
12707.0,291,1,12.600000000000001,3687.0,1,1,1,111,LostCheap
12708.0,29,10,173.69999999999996,842.0,3,4,4,344,Loyal
12709.0,15,15,532.25,276.0,4,4,4,444,Best
12710.0,96,3,35.08,2531.0,2,3,2,232,Others
12712.0,28,13,564.95,261.0,3,4,4,344,Loyal
12713.0,0,1,54.0,2009.5,4,1,3,413,Others
12714.0,9,5,72.08000000000001,1684.0,4,3,3,433,Others
12715.0,106,1,12.5,3700.0,2,1,1,211,Others
12716.0,3,2,28.8,2773.0,4,2,2,422,Others
12717.0,151,2,30.0,2724.0,1,2,2,122,Others
12718.0,71,1,9.36,3891.5,2,1,1,211,Others
12719.0,5,2,30.200000000000003,2703.5,4,2,2,422,Others
12720.0,2,25,489.11,303.0,4,4,4,444,Best
12721.0,31,6,108.5,1241.5,3,4,3,343,Loyal
12722.0,85,4,52.71,2039.0,2,3,3,233,Others
12723.0,3,5,70.17,1714.0,4,3,3,433,Others
12724.0,5,4,85.84,1464.5,4,3,3,433,Others
12725.0,371,1,15.0,3524.5,1,1,1,111,LostCheap
12726.0,28,7,173.10000000000002,843.0,3,4,4,344,Loyal
12727.0,10,7,178.00000000000003,811.0,4,4,4,444,Best
12728.0,71,4,83.59,1492.0,2,3,3,233,Others
12729.0,113,1,25.200000000000003,2890.0,2,1,2,212,Others
12731.0,23,12,1412.7600000000002,110.0,3,4,4,344,Loyal
12732.0,179,1,33.2,2606.0,1,1,2,112,Others
12733.0,234,1,27.650000000000002,2797.0,1,1,2,112,Others
12734.0,352,1,8.4,3940.0,1,1,1,111,LostCheap
12735.0,315,2,62.15,1859.0,1,2,3,123,Others
12736.0,332,1,90.0,1417.5,1,1,3,113,Others
12738.0,372,1,17.4,3303.5,1,1,1,111,LostCheap
12739.0,78,2,57.3,1943.0,2,2,3,223,Others
12740.0,63,1,13.200000000000001,3647.0,2,1,1,211,Others
12743.0,134,2,18.25,3208.0,2,2,2,222,Others
12744.0,51,7,6449.450000000001,21.0,2,4,4,244,Loyal
12747.0,2,11,689.49,213.0,4,4,4,444,Best
12748.0,0,210,3841.31,44.0,4,4,4,444,Best
12749.0,3,5,98.35,1340.0,4,3,3,433,Others
12750.0,128,1,15.0,3524.5,2,1,1,211,Others
12752.0,81,1,15.9,3420.0,2,1,1,211,Others
12753.0,22,6,846.4200000000001,179.0,3,4,4,344,Loyal
12754.0,235,3,125.46,1115.0,1,3,3,133,Others
12755.0,280,2,3800.3499999999995,46.0,1,2,4,124,BigSpenders
12756.0,86,1,61.199999999999996,1873.5,2,1,3,213,Others
12757.0,15,13,3859.700000000001,43.0,4,4,4,444,Best
12758.0,116,2,90.06,1413.0,2,2,3,223,Others
12759.0,52,3,54.6,1991.0,2,3,3,233,Others
12762.0,7,2,35.599999999999994,2496.0,4,2,2,422,Others
12763.0,138,2,102.3,1297.0,2,2,3,223,Others
12764.0,316,1,17.4,3303.5,1,1,1,111,LostCheap
12766.0,3,7,148.56,958.0,4,4,4,444,Best
12769.0,238,1,175.2,832.5,1,1,4,114,BigSpenders
12770.0,210,1,69.12,1731.5,1,1,3,113,Others
12772.0,59,1,6.8,4023.0,2,1,1,211,Others
12775.0,17,5,117.4,1183.0,4,3,3,433,Others
12778.0,19,6,107.10000000000001,1256.0,3,4,3,343,Loyal
12779.0,37,8,327.1,456.0,3,4,4,344,Loyal
12781.0,63,2,55.98,1958.0,2,2,3,223,Others
12782.0,4,5,111.97999999999999,1215.0,4,3,3,433,Others
12783.0,2,6,654.38,224.0,4,4,4,444,Best
12784.0,9,2,76.8,1604.0,4,2,3,423,Others
12785.0,364,1,16.5,3381.0,1,1,1,111,LostCheap
12787.0,9,3,124.2,1124.0,4,3,3,433,Others
12789.0,65,1,39.95,2349.0,2,1,2,212,Others
12790.0,192,1,10.08,3832.0,1,1,1,111,LostCheap
12791.0,373,1,177.60000000000002,814.5,1,1,4,114,BigSpenders
12792.0,256,1,15.0,3524.5,1,1,1,111,LostCheap
12793.0,334,2,50.7,2073.5,1,2,3,123,Others
12794.0,53,2,20.279999999999998,3072.0,2,2,2,222,Others
12795.0,18,1,15.0,3524.5,3,1,1,311,Others
12797.0,365,1,15.0,3524.5,1,1,1,111,LostCheap
12798.0,10,3,5885.52,25.0,4,3,4,434,BigSpenders
12802.0,186,1,13.0,3655.0,1,1,1,111,LostCheap
12808.0,36,3,42.6,2271.5,3,3,2,332,Others
12809.0,177,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
12811.0,260,3,58.5,1922.5,1,3,3,133,Others
12812.0,44,1,10.2,3809.0,3,1,1,311,Others
12814.0,101,1,85.92,1460.0,2,1,3,213,Others
12815.0,147,2,35.25,2520.5,1,2,2,122,Others
12816.0,95,2,35.550000000000004,2498.0,2,2,2,222,Others
12817.0,281,1,39.599999999999994,2371.0,1,1,2,112,Others
12818.0,261,1,302.40000000000003,491.0,1,1,4,114,BigSpenders
12820.0,3,4,58.2,1931.5,4,3,3,433,Others
12821.0,214,1,19.92,3090.5,1,1,2,112,Others
12822.0,70,2,30.799999999999997,2677.0,2,2,2,222,Others
12823.0,74,5,1759.5,92.0,2,3,4,234,BigSpenders
12824.0,59,1,5.04,4092.0,2,1,1,211,Others
12826.0,2,7,122.8,1134.0,4,4,3,443,Loyal
12827.0,5,3,84.21000000000001,1484.0,4,3,3,433,Others
12828.0,2,6,154.8,935.0,4,4,4,444,Best
12829.0,336,2,95.80000000000001,1363.0,1,2,3,123,Others
12830.0,37,6,1789.92,84.0,3,4,4,344,Loyal
12831.0,262,1,34.199999999999996,2572.0,1,1,2,112,Others
12832.0,32,2,19.9,3100.0,3,2,2,322,Others
12833.0,145,1,15.0,3524.5,1,1,1,111,LostCheap
12834.0,282,1,15.9,3420.0,1,1,1,111,LostCheap
12836.0,59,4,29.05,2772.0,2,3,2,232,Others
12837.0,173,1,17.0,3339.0,1,1,1,111,LostCheap
12838.0,33,2,11.4,3751.5,3,2,1,321,Others
12839.0,2,14,233.91,621.0,4,4,4,444,Best
12840.0,143,4,138.6,1029.0,1,3,4,134,BigSpenders
12841.0,4,25,328.73999999999995,454.0,4,4,4,444,Best
12842.0,70,2,22.8,2980.5,2,2,2,222,Others
12843.0,65,8,123.19999999999999,1129.0,2,4,3,243,Loyal
12844.0,29,2,8.7,3916.5,3,2,1,321,Others
12845.0,267,4,284.79999999999995,524.0,1,3,4,134,BigSpenders
12847.0,22,1,1.17,4311.0,3,1,1,311,Others
12849.0,31,2,44.699999999999996,2233.0,3,2,2,322,Others
12851.0,96,1,4.16,4164.5,2,1,1,211,Others
12852.0,294,1,17.4,3303.5,1,1,1,111,LostCheap
12853.0,134,6,202.2,726.0,2,4,4,244,Loyal
12854.0,78,3,158.29999999999998,915.0,2,3,4,234,BigSpenders
12855.0,372,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
12856.0,7,6,44.58,2235.0,4,4,2,442,Loyal
12857.0,210,2,53.400000000000006,2019.0,1,2,3,123,Others
12863.0,52,1,340.0,437.0,2,1,4,214,BigSpenders
12864.0,138,1,17.4,3303.5,2,1,1,211,Others
12865.0,26,2,40.54,2325.0,3,2,2,322,Others
12866.0,283,1,6.3,4042.0,1,1,1,111,LostCheap
12867.0,26,7,53.74,2014.0,3,4,3,343,Loyal
12868.0,185,6,123.95000000000002,1125.0,1,4,3,143,Loyal
12871.0,84,2,178.2,809.5,2,2,4,224,BigSpenders
12872.0,326,2,50.0,2103.5,1,2,3,123,Others
12873.0,282,1,68.0,1750.5,1,1,3,113,Others
12875.0,143,2,343.2300000000001,434.0,1,2,4,124,BigSpenders
12876.0,57,2,86.49999999999999,1456.0,2,2,3,223,Others
12877.0,3,12,365.78999999999996,400.0,4,4,4,444,Best
12878.0,236,2,45.0,2220.5,1,2,2,122,Others
12879.0,44,3,192.72,759.0,3,3,4,334,BigSpenders
12881.0,275,1,195.0,750.5,1,1,4,114,BigSpenders
12882.0,9,2,283.2,528.0,4,2,4,424,BigSpenders
12883.0,24,4,71.85,1687.5,3,3,3,333,Others
12884.0,88,1,170.0,857.5,2,1,4,214,BigSpenders
12885.0,63,3,43.4,2252.0,2,3,2,232,Others
12886.0,67,2,33.5,2597.5,2,2,2,222,Others
12888.0,214,2,106.56,1262.0,1,2,3,123,Others
12890.0,24,1,10.5,3780.0,3,1,1,311,Others
12891.0,185,3,331.0,448.0,1,3,4,134,BigSpenders
12893.0,30,1,3.75,4187.5,3,1,1,311,Others
12895.0,42,2,34.8,2542.5,3,2,2,322,Others
12897.0,204,2,116.0,1189.0,1,2,3,123,Others
12901.0,8,28,9230.449999999999,14.0,4,4,4,444,Best
12902.0,264,1,17.700000000000003,3260.0,1,1,1,111,LostCheap
12904.0,18,2,11.899999999999999,3731.0,3,2,1,321,Others
12906.0,11,5,206.76,703.0,4,3,4,434,BigSpenders
12908.0,176,2,750.0,200.0,1,2,4,124,BigSpenders
12909.0,39,5,125.88,1111.0,3,3,3,333,Others
12910.0,23,8,362.76000000000005,406.0,3,4,4,344,Loyal
12912.0,2,5,365.34000000000003,401.0,4,3,4,434,BigSpenders
12913.0,4,5,410.76000000000005,365.0,4,3,4,434,BigSpenders
12915.0,148,2,38.4,2405.5,1,2,2,122,Others
12916.0,138,4,186.79999999999998,774.0,2,3,4,234,BigSpenders
12917.0,128,1,297.0,500.0,2,1,4,214,BigSpenders
12919.0,8,6,267.40000000000003,555.0,4,4,4,444,Best
12920.0,17,1,7.95,3969.5,4,1,1,411,Others
12921.0,9,37,1014.11,150.0,4,4,4,444,Best
12922.0,161,1,13.2,3650.0,1,1,1,111,LostCheap
