CustomerID,LastPurshaceDate,Recency,Frequency,Monetary,Rank,R_Quartile,F_Quartile,M_Quartile,RFMScore
12882.0,2011-11-30,9,2,283.2,448.0,4,2,4,424
12883.0,2011-11-15,24,4,71.85,1437.0,3,3,3,333
12884.0,2011-09-12,88,1,170.0,719.5,2,1,4,214
12885.0,2011-10-07,63,3,43.4,1958.0,2,3,2,232
12886.0,2011-10-03,67,2,33.5,2274.5,2,2,2,222
12888.0,2011-05-09,214,2,106.56,1072.0,1,2,3,123
12890.0,2011-11-15,24,1,10.5,3332.0,3,1,1,311
12891.0,2011-06-07,185,3,331.0,370.0,1,3,4,134
12893.0,2011-11-09,30,1,3.75,3707.0,3,1,1,311
12895.0,2011-10-28,42,2,34.8,2227.0,3,2,2,322
12897.0,2011-05-19,204,2,116.0,1008.0,1,2,3,123
12901.0,2011-12-01,8,28,9230.449999999999,12.0,4,4,4,444
12902.0,2011-03-20,264,1,17.700000000000003,2860.0,1,1,2,112
12904.0,2011-11-21,18,2,11.899999999999999,3287.0,3,2,1,321
12906.0,2011-11-28,11,5,206.76,595.0,4,3,4,434
12908.0,2011-06-16,176,2,750.0,169.0,1,2,4,124
12909.0,2011-10-31,39,5,125.88,939.0,3,3,4,334
12910.0,2011-11-16,23,8,362.76000000000005,338.0,3,4,4,344
12912.0,2011-12-07,2,5,365.34000000000003,335.0,4,3,4,434
12913.0,2011-12-05,4,4,206.76000000000005,594.0,4,3,4,434
12915.0,2011-07-14,148,1,23.4,2592.0,1,1,2,112
12916.0,2011-07-24,138,4,186.79999999999998,650.0,1,3,4,134
12917.0,2011-08-03,128,1,297.0,421.0,2,1,4,214
12919.0,2011-12-01,8,6,267.40000000000003,468.0,4,4,4,444
12920.0,2011-11-22,17,1,7.95,3495.5,4,1,1,411
12921.0,2011-11-30,9,35,989.6100000000002,127.0,4,4,4,444
12922.0,2011-07-01,161,1,13.2,3219.0,1,1,1,111
12923.0,2011-10-06,64,1,12.48,3266.0,2,1,1,211
12924.0,2011-09-12,88,4,166.62000000000003,734.0,2,3,4,234
12925.0,2011-12-05,4,2,25.5,2507.5,4,2,2,422
12928.0,2011-11-04,35,5,127.03999999999999,931.0,3,3,4,334
12929.0,2011-02-01,311,1,17.0,2929.5,1,1,1,111
12930.0,2011-09-22,78,2,25.2,2534.0,2,2,2,222
12931.0,2011-11-18,21,15,4188.9800000000005,26.0,3,4,4,344
12933.0,2011-11-15,24,3,58.300000000000004,1663.0,3,3,3,333
12935.0,2011-12-07,2,7,106.03,1080.0,4,4,3,443
12936.0,2011-11-22,17,4,164.14000000000001,745.0,4,3,4,434
12937.0,2011-11-24,15,4,37.95,2118.0,4,3,2,432
12938.0,2011-11-14,25,1,9.48,3423.0,3,1,1,311
12939.0,2011-10-06,64,8,1820.96,68.0,2,4,4,244
12940.0,2011-10-16,54,2,25.3,2526.0,2,2,2,222
12942.0,2011-07-31,131,3,41.25,2011.0,2,3,2,232
12944.0,2011-11-04,35,2,39.699999999999996,2062.5,3,2,2,322
12945.0,2011-02-24,288,1,25.5,2507.5,1,1,2,112
12947.0,2011-07-19,143,5,229.1,536.0,1,3,4,134
12948.0,2011-11-23,16,7,207.9,588.0,4,4,4,444
12949.0,2011-11-09,30,8,113.96000000000001,1023.0,3,4,3,343
12950.0,2011-12-07,2,3,143.4,834.0,4,3,4,434
12951.0,2011-12-01,8,6,101.04,1116.0,4,4,3,443
12952.0,2011-12-04,5,4,71.31,1447.0,4,3,3,433
12953.0,2011-11-30,9,1,35.400000000000006,2200.5,4,1,2,412
12955.0,2011-12-08,1,11,279.93999999999994,455.0,4,4,4,444
12956.0,2011-02-06,306,1,3.75,3707.0,1,1,1,111
12957.0,2011-11-30,9,8,129.66,919.0,4,4,4,444
12962.0,2011-12-02,7,2,37.650000000000006,2129.0,4,2,2,422
12963.0,2011-12-01,8,8,185.14999999999998,654.0,4,4,4,444
12965.0,2011-09-11,89,1,8.25,3480.0,2,1,1,211
12966.0,2011-11-30,9,1,15.0,3106.0,4,1,1,411
12967.0,2010-12-16,358,1,67.5,1508.5,1,1,3,113
12968.0,2011-08-19,112,1,15.0,3106.0,2,1,1,211
12970.0,2011-12-02,7,4,25.05,2540.0,4,3,2,432
12971.0,2011-12-06,3,83,3891.759999999999,29.0,4,4,4,444
12974.0,2011-05-26,197,1,15.9,3012.0,1,1,1,111
12976.0,2011-05-12,211,1,19.8,2734.5,1,1,2,112
12977.0,2011-07-06,156,1,8.5,3460.5,1,1,1,111
12980.0,2011-07-05,157,9,3065.3400000000006,48.0,1,4,4,144
12981.0,2011-11-10,29,2,54.48,1721.0,3,2,3,323
12982.0,2011-04-11,242,1,10.4,3342.0,1,1,1,111
12984.0,2011-11-21,18,1,30.0,2386.5,3,1,2,312
12985.0,2011-12-09,0,2,49.2,1841.5,4,2,3,423
12987.0,2011-09-27,73,2,37.2,2139.5,2,2,2,222
12988.0,2011-02-20,292,1,4.25,3671.5,1,1,1,111
12989.0,2011-12-06,3,15,3346.4100000000003,42.0,4,4,4,444
12990.0,2011-11-08,31,3,120.89999999999999,975.0,3,3,3,333
12991.0,2011-11-16,23,2,65.0,1553.0,3,2,3,323
12993.0,2011-11-16,23,4,64.15,1568.0,3,3,3,333
12994.0,2011-12-05,4,3,61.2,1614.0,4,3,3,433
12995.0,2011-09-15,85,1,38.160000000000004,2113.5,2,1,2,212
12997.0,2011-11-17,22,4,98.28,1141.0,3,3,3,333
12999.0,2011-05-27,196,3,107.03999999999999,1068.0,1,3,3,133
13000.0,2011-08-25,106,3,107.07000000000001,1067.0,2,3,3,233
13001.0,2011-12-05,4,13,898.37,140.0,4,4,4,444
13002.0,2011-01-25,318,1,15.0,3106.0,1,1,1,111
13003.0,2011-08-26,105,3,98.5,1138.0,2,3,3,233
13004.0,2011-11-28,11,18,260.2,479.0,4,4,4,444
13005.0,2011-06-19,173,2,37.3,2138.0,1,2,2,122
13006.0,2011-10-14,56,1,31.8,2323.5,2,1,2,212
13008.0,2011-01-20,323,1,15.0,3106.0,1,1,1,111
13012.0,2011-11-30,9,8,145.47,820.0,4,4,4,444
13013.0,2011-12-08,1,11,237.79999999999998,517.0,4,4,4,444
13014.0,2011-11-29,10,10,454.9,268.0,4,4,4,444
13015.0,2011-10-17,53,5,113.7,1025.0,2,3,3,233
13016.0,2011-09-27,73,3,64.56,1559.0,2,3,3,233
13017.0,2011-12-02,7,1,204.0,603.5,4,1,4,414
13018.0,2011-11-23,16,28,552.3799999999999,220.0,4,4,4,444
13021.0,2011-12-05,4,9,232.3,527.0,4,4,4,444
13023.0,2011-10-06,64,2,47.7,1865.5,2,2,3,223
13026.0,2011-12-08,1,5,244.55999999999997,505.0,4,3,4,434
13027.0,2011-08-18,113,6,1632.0,84.0,2,4,4,244
13028.0,2011-11-17,22,2,29.279999999999998,2420.0,3,2,2,322
13029.0,2011-11-09,30,3,1131.0,113.0,3,3,4,334
13030.0,2011-11-28,11,1,1.65,3811.5,4,1,1,411
13032.0,2011-10-18,52,2,19.0,2789.0,2,2,2,222
13033.0,2010-12-17,357,1,19.5,2775.5,1,1,2,112
13034.0,2011-10-16,54,1,19.799999999999997,2754.5,2,1,2,212
13035.0,2011-09-27,73,2,117.0,1004.0,2,2,3,223
13037.0,2011-07-24,138,3,38.400000000000006,2103.0,1,3,2,132
13038.0,2011-09-20,80,3,219.00000000000003,560.0,2,3,4,234
13040.0,2011-12-01,8,2,21.84,2639.0,4,2,2,422
13043.0,2011-03-11,273,1,59.8,1638.0,1,1,3,113
13044.0,2011-02-21,291,1,12.600000000000001,3250.0,1,1,1,111
13045.0,2011-09-01,99,1,17.4,2898.0,2,1,1,211
13046.0,2011-11-09,30,2,39.71,2060.0,3,2,2,322
13047.0,2011-11-08,31,7,106.10000000000001,1077.5,3,4,3,343
13048.0,2011-11-25,14,4,47.5,1872.0,4,3,3,433
13049.0,2011-10-06,64,2,106.19999999999999,1076.0,2,2,3,223
13050.0,2011-11-25,14,16,297.97,418.0,4,4,4,444
13052.0,2011-05-11,212,1,23.85,2568.0,1,1,2,112
13055.0,2011-09-22,78,3,43.08,1968.5,2,3,2,232
13058.0,2011-11-15,24,3,172.8,710.0,3,3,4,334
13059.0,2011-04-04,249,1,17.700000000000003,2860.0,1,1,2,112
13060.0,2011-03-31,253,1,35.400000000000006,2200.5,1,1,2,112
13061.0,2011-09-28,72,1,9.959999999999999,3386.0,2,1,1,211
13062.0,2011-06-01,191,1,60.48,1627.0,1,1,3,113
13064.0,2011-11-27,12,4,85.65,1253.0,4,3,3,433
13066.0,2011-11-15,24,2,30.200000000000003,2369.0,3,2,2,322
13067.0,2011-09-18,82,1,7.95,3495.5,2,1,1,211
13068.0,2011-11-29,10,2,344.0,357.0,4,2,4,424
13069.0,2011-12-09,0,22,308.16,402.0,4,4,4,444
13070.0,2011-05-31,192,1,20.8,2663.0,1,1,2,112
13072.0,2011-03-18,266,1,15.0,3106.0,1,1,1,111
13075.0,2011-08-02,129,1,47.2,1878.5,2,1,3,213
13077.0,2011-12-08,1,3,12.65,3243.5,4,3,1,431
13078.0,2011-12-06,3,25,1246.18,101.0,4,4,4,444
13079.0,2011-12-05,4,5,202.39999999999998,610.0,4,3,4,434
13080.0,2011-06-13,179,1,3.3600000000000003,3722.5,1,1,1,111
13081.0,2011-11-28,11,9,138.74,865.0,4,4,4,444
13082.0,2011-08-05,126,9,247.8,499.5,2,4,4,244
13083.0,2011-12-05,4,2,51.0,1783.0,4,2,3,423
13085.0,2011-07-05,157,2,77.0,1373.0,1,2,3,123
13089.0,2011-12-07,2,94,4823.410000000002,21.0,4,4,4,444
13090.0,2011-12-01,8,13,737.4399999999999,172.0,4,4,4,444
13091.0,2011-11-11,28,1,17.700000000000003,2860.0,3,1,2,312
13092.0,2011-09-30,70,5,84.1,1268.0,2,3,3,233
13093.0,2011-03-09,275,7,592.9,204.0,1,4,4,144
13094.0,2011-11-18,21,11,811.0200000000002,158.0,3,4,4,344
13095.0,2011-09-30,70,1,9.36,3430.0,2,1,1,211
13097.0,2011-11-07,32,10,271.91,461.0,3,4,4,344
13098.0,2011-12-08,1,28,1789.0000000000002,71.0,4,4,4,444
13099.0,2011-09-01,99,1,207.35999999999999,591.0,2,1,4,214
13101.0,2011-04-19,234,1,9.95,3394.5,1,1,1,111
13102.0,2011-12-08,1,24,792.3399999999999,160.0,4,4,4,444
13103.0,2011-10-31,39,1,51.0,1783.0,3,1,3,313
13104.0,2011-12-06,3,6,434.64000000000004,283.0,4,4,4,444
13106.0,2011-07-29,133,1,76.5,1378.5,2,1,3,213
13107.0,2011-10-26,44,4,162.96,750.0,3,3,4,334
13109.0,2011-10-11,59,2,25.5,2507.5,2,2,2,222
13110.0,2011-11-08,31,7,87.79,1229.0,3,4,3,343
13113.0,2011-12-09,0,23,2616.6,55.0,4,4,4,444
13115.0,2011-11-28,11,4,57.6,1671.0,4,3,3,433
13116.0,2011-07-24,138,1,25.5,2507.5,1,1,2,112
13117.0,2011-11-18,21,7,101.36,1114.0,3,4,3,343
13118.0,2011-11-20,19,5,140.68,852.0,3,3,4,334
13120.0,2011-04-15,238,1,30.599999999999998,2354.5,1,1,2,112
13121.0,2011-03-15,269,1,7.6499999999999995,3512.0,1,1,1,111
13122.0,2011-09-06,94,2,48.56999999999999,1849.0,2,2,3,223
13124.0,2011-09-11,89,3,52.5,1759.5,2,3,3,233
13126.0,2011-12-05,4,6,107.27,1065.0,4,4,3,443
13127.0,2011-09-23,77,1,34.68,2235.5,2,1,2,212
13130.0,2011-09-06,94,1,39.0,2088.5,2,1,2,212
13131.0,2011-11-16,23,3,46.4,1902.0,3,3,3,333
13132.0,2011-03-23,261,1,15.299999999999999,3046.0,1,1,1,111
13133.0,2011-03-11,273,2,29.75,2407.5,1,2,2,122
13134.0,2011-09-15,85,4,125.03999999999999,944.0,2,3,4,234
13135.0,2011-05-27,196,1,3096.0,46.0,1,1,4,114
13136.0,2011-10-14,56,5,115.30000000000001,1011.0,2,3,3,233
13137.0,2011-11-29,10,8,31.84,2320.0,4,4,2,442
13138.0,2011-11-17,22,5,78.22000000000001,1357.0,3,3,3,333
13139.0,2011-11-23,16,7,330.34000000000003,372.0,4,4,4,444
13140.0,2011-08-23,108,2,33.9,2265.5,2,2,2,222
13141.0,2011-09-16,84,5,84.7,1260.0,2,3,3,233
13142.0,2011-11-20,19,1,20.16,2700.5,3,1,2,312
13144.0,2011-01-11,332,1,63.75,1574.5,1,1,3,113
13145.0,2011-10-31,39,3,282.6,450.0,3,3,4,334
13146.0,2011-11-13,26,1,10.08,3376.5,3,1,1,311
13147.0,2011-11-29,10,4,712.8000000000001,176.0,4,3,4,434
13148.0,2011-11-10,29,12,226.1,544.0,3,4,4,344
13149.0,2011-11-25,14,4,87.24000000000001,1235.0,4,3,3,433
13151.0,2011-02-17,295,1,20.4,2682.5,1,1,2,112
13153.0,2011-12-04,5,1,6.24,3566.5,4,1,1,411
13155.0,2011-11-06,33,3,70.4,1458.0,3,3,3,333
13157.0,2011-10-21,49,4,50.54,1792.0,3,3,3,333
13158.0,2011-09-06,94,4,80.1,1323.0,2,3,3,233
13159.0,2011-12-01,8,4,40.160000000000004,2040.0,4,3,2,432
13160.0,2011-11-17,22,1,15.0,3106.0,3,1,1,311
13161.0,2011-01-30,313,1,27.0,2468.5,1,1,2,112
13162.0,2011-08-09,122,4,32.07,2317.0,2,3,2,232
13165.0,2011-10-24,46,2,80.16,1322.0,3,2,3,323
13166.0,2011-03-01,283,1,2.5,3762.0,1,1,1,111
13167.0,2011-11-21,18,4,98.58,1137.0,3,3,3,333
13168.0,2011-11-03,36,4,34.849999999999994,2223.0,3,3,2,332
13169.0,2011-10-07,63,2,39.300000000000004,2079.0,2,2,2,222
13170.0,2011-11-13,26,1,6.75,3549.0,3,1,1,311
13171.0,2011-11-18,21,3,33.16,2285.0,3,3,2,332
13173.0,2011-12-05,4,1,4.95,3635.5,4,1,1,411
13174.0,2011-11-23,16,2,16.2,2997.5,4,2,1,421
13176.0,2011-10-24,46,1,0.85,3845.5,3,1,1,311
13177.0,2011-10-06,64,1,17.700000000000003,2860.0,2,1,2,212
13178.0,2011-11-13,26,11,361.98,339.0,3,4,4,344
13182.0,2011-10-25,45,1,10.5,3332.0,3,1,1,311
13183.0,2011-12-02,7,9,175.90000000000003,689.0,4,4,4,444
13184.0,2011-11-25,14,10,72.19999999999999,1433.0,4,4,3,443
13185.0,2011-03-17,267,1,71.4,1444.5,1,1,3,113
13186.0,2011-10-31,39,3,80.28,1318.0,3,3,3,333
13187.0,2011-01-06,337,1,1.25,3826.5,1,1,1,111
13188.0,2011-11-28,11,1,99.60000000000001,1126.5,4,1,3,413
13189.0,2011-11-21,18,2,19.0,2789.0,3,2,2,322
13192.0,2011-09-05,95,2,41.1,2014.5,2,2,2,222
13193.0,2011-10-09,61,1,2.9,3747.5,2,1,1,211
13194.0,2011-07-27,135,1,34.0,2259.0,1,1,2,112
13196.0,2011-11-28,11,4,73.65,1415.0,4,3,3,433
13198.0,2011-11-29,10,6,109.50000000000001,1045.0,4,4,3,443
13199.0,2011-12-06,3,37,3456.280000000001,38.0,4,4,4,444
13200.0,2011-11-20,19,4,117.45000000000002,1002.0,3,3,3,333
13203.0,2011-11-30,9,4,56.879999999999995,1681.0,4,3,3,433
13207.0,2011-11-24,15,2,42.120000000000005,1989.0,4,2,2,422
13208.0,2011-10-12,58,6,55.419999999999995,1700.0,2,4,3,243
13209.0,2011-11-09,30,8,263.01,477.0,3,4,4,344
13210.0,2011-09-07,93,1,25.5,2507.5,2,1,2,212
13211.0,2011-11-29,10,3,223.2,551.5,4,3,4,434
13212.0,2011-11-20,19,3,15.1,3057.0,3,3,1,331
13213.0,2011-10-14,56,5,136.42000000000002,879.0,2,3,4,234
13216.0,2011-03-17,267,1,69.12,1479.0,1,1,3,113
13217.0,2011-08-09,122,3,294.94,428.0,2,3,4,234
13218.0,2011-08-04,127,1,15.0,3106.0,2,1,1,211
13220.0,2011-09-22,78,4,344.1,356.0,2,3,4,234
13221.0,2011-04-13,240,2,20.3,2691.0,1,2,2,122
13223.0,2011-05-23,200,2,115.80000000000001,1009.0,1,2,3,123
13224.0,2011-10-10,60,2,19.32,2784.0,2,2,2,222
13225.0,2011-12-06,3,7,1696.5,82.0,4,4,4,444
13226.0,2011-03-11,273,1,9.95,3394.5,1,1,1,111
13227.0,2011-05-22,201,1,67.5,1508.5,1,1,3,113
13228.0,2011-09-19,81,1,179.0,674.5,2,1,4,214
13229.0,2011-04-28,225,1,15.0,3106.0,1,1,1,111
13230.0,2011-12-05,4,14,53.160000000000004,1745.0,4,4,3,443
13232.0,2011-11-27,12,7,75.3,1396.0,4,4,3,443
13233.0,2011-09-26,74,2,60.839999999999996,1623.0,2,2,3,223
13235.0,2011-05-11,212,1,19.799999999999997,2754.5,1,1,2,112
13236.0,2011-11-15,24,2,52.18,1766.0,3,2,3,323
13238.0,2011-11-22,17,4,159.7,759.0,4,3,4,434
13239.0,2011-03-23,261,1,18.96,2791.0,1,1,2,112
13240.0,2011-09-04,96,4,42.85,1970.5,2,3,2,232
13242.0,2011-08-19,112,3,62.400000000000006,1601.5,2,3,3,233
13243.0,2011-05-20,203,1,5.1,3603.0,1,1,1,111
13244.0,2011-09-08,92,1,4.95,3635.5,2,1,1,211
13245.0,2011-10-20,50,1,24.900000000000002,2553.0,2,1,2,212
13246.0,2011-11-21,18,6,246.42999999999998,502.0,3,4,4,344
13247.0,2011-11-22,17,4,119.55000000000001,986.0,4,3,3,433
13248.0,2011-08-07,124,2,33.36,2277.0,2,2,2,222
13249.0,2011-09-08,92,3,302.03999999999996,413.0,2,3,4,234
13253.0,2011-07-06,156,2,42.36,1982.5,1,2,2,122
13255.0,2011-11-30,9,1,16.6,2952.0,4,1,1,411
13256.0,2011-11-25,14,1,0.0,3863.0,4,1,1,411
13258.0,2011-11-28,11,3,25.34,2524.0,4,3,2,432
13259.0,2011-10-09,61,1,8.5,3460.5,2,1,1,211
13260.0,2011-10-09,61,1,19.92,2712.5,2,1,2,212
13261.0,2011-03-16,268,2,234.0,523.0,1,2,4,124
13262.0,2011-03-21,263,1,6.959999999999999,3539.5,1,1,1,111
13263.0,2011-12-08,1,35,190.73000000000005,641.0,4,4,4,444
13265.0,2011-10-17,53,5,166.48000000000002,735.0,2,3,4,234
13266.0,2011-11-28,11,12,388.22,317.0,4,4,4,444
13267.0,2011-12-07,2,18,324.86,380.0,4,4,4,444
13268.0,2011-11-22,17,11,83.0,1282.0,4,4,3,443
13269.0,2011-12-08,1,14,271.79,462.0,4,4,4,444
13271.0,2011-11-02,37,1,0.39,3861.5,3,1,1,311
13272.0,2011-11-08,31,2,36.660000000000004,2159.0,3,2,2,322
13273.0,2011-08-18,113,1,24.900000000000002,2553.0,2,1,2,212
13276.0,2011-10-07,63,2,58.2,1665.5,2,2,3,223
13277.0,2011-11-24,15,4,149.0,805.0,4,3,4,434
13278.0,2011-10-30,40,1,10.5,3332.0,3,1,1,311
13279.0,2011-09-22,78,1,9.36,3430.0,2,1,1,211
13280.0,2011-08-09,122,3,47.75,1862.0,2,3,3,233
13282.0,2011-11-21,18,3,139.20000000000002,862.0,3,3,4,334
13283.0,2011-10-11,59,2,29.3,2418.5,2,2,2,222
13284.0,2011-01-13,330,1,25.5,2507.5,1,1,2,112
13285.0,2011-11-16,23,4,57.400000000000006,1675.5,3,3,3,333
13291.0,2011-07-07,155,1,12.450000000000001,3269.5,1,1,1,111
13292.0,2011-11-01,38,2,65.1,1550.5,3,2,3,323
13294.0,2011-06-03,189,2,42.0,1993.5,1,2,2,122
13295.0,2010-12-15,359,1,19.799999999999997,2754.5,1,1,2,112
13296.0,2011-07-25,137,1,15.0,3106.0,1,1,1,111
13297.0,2011-12-02,7,4,164.34,743.0,4,3,4,434
13298.0,2011-12-08,1,1,90.0,1208.0,4,1,3,413
13299.0,2011-03-16,268,1,29.700000000000003,2410.5,1,1,2,112
13300.0,2011-06-23,169,1,23.0,2608.0,1,1,2,112
13301.0,2011-08-28,103,4,65.52,1544.0,2,3,3,233
13302.0,2011-07-07,155,1,63.75,1574.5,1,1,3,113
13304.0,2010-12-23,351,1,12.600000000000001,3250.0,1,1,1,111
13305.0,2011-12-05,4,9,204.49,602.0,4,4,4,444
13307.0,2011-08-11,120,1,15.0,3106.0,2,1,1,211
13308.0,2011-11-17,22,3,54.36,1722.5,3,3,3,333
13309.0,2011-12-02,7,5,79.64,1330.5,4,3,3,433
13310.0,2011-11-11,28,3,39.42,2078.0,3,3,2,332
13311.0,2011-12-05,4,2,34.54,2241.5,4,2,2,422
13313.0,2011-11-17,22,5,67.78,1506.0,3,3,3,333
13314.0,2011-12-08,1,3,36.98,2146.0,4,3,2,432
13316.0,2011-11-02,37,4,408.93,305.0,3,3,4,334
13317.0,2011-10-04,66,6,136.0,883.5,2,4,4,244
13318.0,2011-12-08,1,3,197.88,625.0,4,3,4,434
13319.0,2011-12-04,5,26,638.79,193.0,4,4,4,444
13320.0,2011-09-22,78,4,47.3,1875.0,2,3,3,233
13321.0,2011-09-28,72,2,259.04,484.0,2,2,4,224
13322.0,2011-11-22,17,1,8.3,3472.5,4,1,1,411
13323.0,2011-12-06,3,5,424.8,295.0,4,3,4,434
13324.0,2011-11-03,36,10,1048.2,120.0,3,4,4,344
13325.0,2011-09-19,81,1,16.5,2972.0,2,1,1,211
13327.0,2011-11-01,38,8,437.3,281.0,3,4,4,344
13328.0,2011-01-27,316,1,19.799999999999997,2754.5,1,1,2,112
13329.0,2011-11-08,31,1,64.19999999999999,1566.5,3,1,3,313
13330.0,2011-09-08,92,3,56.28,1688.0,2,3,3,233
13332.0,2011-11-25,14,1,17.0,2929.5,4,1,1,411
13334.0,2011-09-18,82,3,47.8,1861.0,2,3,3,233
13336.0,2011-09-23,77,1,15.299999999999999,3046.0,2,1,1,211
13338.0,2011-07-05,157,1,10.2,3358.5,1,1,1,111
13339.0,2011-05-23,200,1,17.4,2898.0,1,1,1,111
13340.0,2011-10-25,45,7,830.08,152.0,3,4,4,344
13341.0,2011-03-24,260,1,87.6,1232.5,1,1,3,113
13343.0,2011-06-15,177,1,19.8,2734.5,1,1,2,112
13344.0,2011-10-03,67,3,79.64,1330.5,2,3,3,233
13345.0,2011-02-25,287,1,17.700000000000003,2860.0,1,1,2,112
13347.0,2011-09-30,70,1,39.599999999999994,2070.0,2,1,2,212
13348.0,2011-10-06,64,1,10.2,3358.5,2,1,1,211
13349.0,2011-11-29,10,1,15.600000000000001,3031.0,4,1,1,411
13350.0,2011-11-23,16,2,77.1,1371.0,4,2,3,423
13351.0,2011-10-04,66,1,50.0,1817.5,2,1,3,213
13352.0,2011-10-10,60,1,10.5,3332.0,2,1,1,211
13354.0,2011-09-29,71,1,10.5,3332.0,2,1,1,211
13355.0,2011-08-09,122,1,17.700000000000003,2860.0,2,1,2,212
13356.0,2011-09-20,80,1,17.4,2898.0,2,1,1,211
13357.0,2011-03-27,257,1,9.9,3404.5,1,1,1,111
13358.0,2011-03-16,268,1,17.9,2819.0,1,1,2,112
13359.0,2011-10-07,63,1,50.0,1817.5,2,1,3,213
13362.0,2011-11-30,9,4,84.3,1265.0,4,3,3,433
13363.0,2011-11-22,17,2,34.5,2244.0,4,2,2,422
13364.0,2011-09-29,71,1,24.96,2548.0,2,1,2,212
13365.0,2011-11-06,33,2,66.0,1533.0,3,2,3,323
13366.0,2011-10-20,50,1,56.160000000000004,1689.0,2,1,3,213
13368.0,2011-03-28,256,2,45.480000000000004,1914.5,1,2,3,123
13369.0,2010-12-09,365,1,40.0,2046.0,1,1,2,112
13372.0,2011-09-11,89,1,9.95,3394.5,2,1,1,211
13373.0,2011-10-10,60,3,54.6,1716.5,2,3,3,233
13375.0,2011-09-12,88,1,16.5,2972.0,2,1,1,211
13376.0,2011-09-01,99,3,65.69999999999999,1541.0,2,3,3,233
13379.0,2011-11-13,26,3,12.24,3273.0,3,3,1,331
13381.0,2011-11-08,31,6,141.72,847.0,3,4,4,344
13382.0,2011-03-04,280,1,15.0,3106.0,1,1,1,111
13384.0,2011-11-09,30,7,186.20000000000002,652.0,3,4,4,344
13385.0,2011-01-14,329,1,17.700000000000003,2860.0,1,1,2,112
13388.0,2011-07-31,131,2,26.1,2481.0,2,2,2,222
13389.0,2011-11-28,11,3,35.16,2213.5,4,3,2,432
13390.0,2011-09-26,74,1,15.0,3106.0,2,1,1,211
